COMENTARIOS;ETIQUETAS;COD CLIENTE;FECHA;
HACE 6 MESES QUE NO LOGRA COMUNICARSE CON EL SUPERVISOR Y TIENE 2 LOCALES;Negativo;;;
a veces las cervezas las consigue mas baratas en otras distribuidoras o mayoristas;Negativo;716379;Marzo;
ademas destaca la facilidad y rapidez de solucionar inconvenientes;Positivo;718081;Marzo;
LES GUSTARIA QUE FUERA MAS PERSONAL COMO ANTES Y DEMORA EN RESPUESTA DE RECLAMOS,Y NO HAY VISITAS DE SUPERVISOR COMO ANTES Y RESPUESTAS MAS RAPIDO;Negativo;;;
cambio de heladeras que no se la cambien;Negativo;;;
PEDI METODO DE PAGO POR CHEQUE Y TODAVIA NO TUVE RESPUESTA;Negativo;;;
vendn mas caros a los comercios pequeños que a los super mas grandes;Negativo;;;
DEMORAN EN REPONER CUANDO ESTAN CON UN ERROR ,FALTA DE STOCK;Negativo;;;
mejorar heladeras y supervisor ,nunca se puede comunicar con el;Negativo;;;
poca visita por parte del vendedor;Negativo;;;
REALMENTE BASTANTE MAL ATENDIDA LA ENTREGA ,LO DEJAN SIN MERCADERIA Y TIENE QUE HACER RECLAMOS;Negativo;;;
remarca ademas la atencion personalizada y del vendedor;Positivo;;;
CONSIGUE MEJORES PRECIOS FUERA DE FNC;Negativo;;;
HE PEDIDO CAMBIO DE HELADERA HACE YA BASTANTE;Negativo;;;
no pasa el vendedor hace dos años por el comercio, mala atencion para realizar los pedidos, tiene que conseguir la mercaderia en los mayoristas;Negativo;;;
QUE SEAN MAS SOCIABLES Y MAS IMPORTANCIA A COMERCIOS CHICOS;Negativo;;;
QUE SEA MAS SENCILLA PARA EL COMERCIANTE PODER PAGAR;Negativo;;;
tener las entregas mas frecuentes;Negativo;;;
destaca todo en general, y la buena atencion y disponibilidad;Positivo;;;
TENDRIAN QUE A LOS COMERCIOS CHICOS DAR UNA MANO CON MAS PROMOCIONES;Negativo;;;
destaca los precios y la puntualidad del vendedor tambien;Positivo;;;
MEJORAR EL TEMA DE ATENCION DE LAS HELADERAS;Negativo;;;
NO TENGO NADA DE CARTELERIA Y PROPAGANDA;Negativo;;;
le molesta la compra de corona por el sistema envases;Negativo;;;
ME GUSTARIA QUE ANDUVIERAN CON UN POS PARA PODER FACILITAR EL PAGO;Negativo;;;
SI PUEDEN VOLVER A PASAR;Negativo;;;
PIDE CAMBIO DE HELADERA;Negativo;;;
QUE PASE EL CAMION UNA VEZ A LA SEMANA;Negativo;;;
SUPERVISOR HACER SU TRABAJO Y VENDEDOR HACER SU TRABAJO NO OFRECEN LOS PRODUCTOS EN VENTA;Negativo;;;
ESTAN CONFORMES;Positivo;;;
ESTA CONFORME;Positivo;;;
tiene un negocio piriapolis dice es un desastre y en montevideo funciona mejor;Negativo;;;
MAYOR EFICACIA PARA SOLUCIONAR LOS RECLAMOS;Negativo;;;
pide y reclama heladeras para poder vender mejor el producto.;Negativo;;;
muy conforme;Positivo;;;
esta esperando bonificación;Negativo;;;
las horas del vendedor no le quedan bien;Negativo;;;
NO CAMBIAN VENCIDOS Y LE PARECE MAL.;Negativo;;;
VARIOS RECLAMOS PARA QUE ME VENGAN A ARREGLAR LA LUZ DE LA HELADERA;Negativo;;;
QUE NO LE CAMBIAN BEBIDAS VENCIDAS;Negativo;;;
tener plazo de pago mas estenso;Negativo;;;
QUE NO TIENEN FAVORABLES PARA CLIENTES;Negativo;;;
solo pasan 1 día la semana, y compra en otros lados mas barato;Negativo;;;
HAY MUCHO REVENDEDOR;Neutro;;;
quiere bonificaciones;Negativo;;;
NO TIENEN PROMOCIONES PARA QUIENES VENDEMOS;Negativo;;;
"FALTA DE CARTELERIA .
HACE 37 AÑOS QUE TRABAJAMOS Y NO TENEMOS NI UN CARTEL.";Negativo;;;
QUE EL PERSOL EN ALGUNOS LUGARES NO ES IDONIO,NO ESTA CALIFICADO;Negativo;;;
SOLICITA MAS STOK;Negativo;;;
MEJORAR EL PLAZO DE PAGO;Negativo;;;
MUCHA DIFERENCIA DE PRECIOS CON LOS MAYORISTAS;Negativo;;;
siempre hay faltante de mercaderia;Negativo;;;
MEJORAR EL METODO DE PAGO CON DEBITO Y CHEQUE;Negativo;;;
FALTA DE CARTELERIA;Negativo;;;
"PEDI UNA HELADERA Y ME MANDARON A LA MIERCOLES,FALTA DE STOCK.
FALTA DE COMUNICACION ..";Negativo;;;
FALTA DE CARTELERIA;Negativo;;;
CONSIGUE MEJORES PRECIOS EN EL MEYORISTAS;Negativo;;;
que en temporada los dejan sin alguna mercaderia;Negativo;;;
MAS APOYO A LAOS COMERCIOS MAS CHICOS;Negativo;;;
FALTA DE CARTELERIA Y MESAS;Negativo;;;
le sale mas caro comprar ala fabrica que al distribuidor;Negativo;;;
QUE MEJOREN LOS PRODUCTOS;Negativo;;;
LE HACE FALTA MAS FRECUENCIA;Negativo;;;
no tiene provedor que la visite;Negativo;;;
LOS DISTRIBUIDORES LES VENDE MAS BARATO QUE FNC;Negativo;;;
QUE LOS MAYORISTAS VENDEN A MENOR COSTO ,SE ESTROPEA EL MERCADO;Negativo;;;
DIFERENCIAS DE PRECIOS DEPENDIENDO DEL COMERCIO;Negativo;;;
las bonificaciones se paguen en fecha;Negativo;;;
tienen unmal sistema que no le sirve;Negativo;;;
solicita mas ofertas y otros metodos de pago;Negativo;;;
Pilsen hace dos semanas que no hace entregas;Negativo;;;
TIENEN MUCHAS COSAS PARA MEJORAR;Negativo;;;
CONFORME;Positivo;;;
QUE CAMBIEN METODO DE PAGO Y MAS FLEXIBLE CON DEBITO;Negativo;;;
no esta comforme con fnc distribuccion atencion;Negativo;;;
dice que le quedaria mas comodo que pasara el camion en la mañana;Negativo;;;
MEJORAR LA FORMA DE PAGO;Negativo;;;
LA UNICA QUEJA ES EL CAMBIO DE HELADERA MAS DE 2 AÑOS PIDIENDO;Negativo;;;
FIRME UN CONTRATO Y NO LO CUMPLIERON;Negativo;;;
TENDRIAN QUE PASAR 2 VECES POR SEMANA;Negativo;;;
FECHA DE VENCIMIENTO A LAS FUNDAS;Neutro;;;
BIEN, CONFORME;Positivo;;;
Mas promociones;Negativo;;;
MAS PROMOCIONES Y MEJORAR PRECIOS;Negativo;;;
la entrega de la bebida Pilsen, no llega al interior;Negativo;;;
FALTA DE CARTELERIA Y DE EQUIPOS DE FRIO;Negativo;;;
LE DAN MAS FACILIDAD A GRANDES COMERCIOS Y NO A PEQUEÑOS ,;Negativo;;;
LE GUSTARIA ADQUIRIR ALGUN TIPO DE HELADERA;Negativo;;;
NO ESTA CONFORME CON EL PREVENTISTA ,NO VA AL COMERCIO;Negativo;;;
NO LE GUSTA LA APLICACION;Negativo;;;
falta de stock en verano.;Negativo;;;
mas marketing, sillas, sombrillas, banderas.;Negativo;;;
PIDEN EQUIPOS DE FRIO Y NO LLEVAN;Negativo;;;
le gustaria tener mejores beneficios por antiguedad;Negativo;;;
NUNCA LE VINO UN SUPERVISOR;Negativo;;;
TIENE QUE MEJORAR EL SABOR DE LA PILSEN;Negativo;;;
COMO PARA SER EXCLUSIVO TIENEN POCO PARA OFRECER;Negativo;;;
solo tiene diferencia de precio en la cerveza de lt;Neutro;;;
En diciembre no tuvo visita;Negativo;;;
los precios muy distintos;Negativo;;;
ENTREGAN FUERA DE DIAS Y HORARIOS Y SE LES COMPLICA DESPUES TODO BIEN;Negativo;;;
HACE 5 AÑOS SOLICITO UNA HELADERA Y NUNCA SE LA LLEVARON;Negativo;;;
EL CORREDOR O VENDER NO VA;Negativo;;;
SOLICITO UJNA HELADERA HACE 3 AÑOS Y AUN NO SE LA LLEVARON;Negativo;;;
CLIENTE PREGUNTA POR QUE EL PROVEEDOR LES VENDE MAS EN CUENTA LOS PRODUCTOS;Negativo;;;
los margenes que obligan a vender son muy bajos;Negativo;;;
nopasa supervisor porque no compra;Negativo;;;
HAY MEJOR PRECIO POR FUERA QUE EN LA COMPAÑIA;Negativo;;;
EN CUANTO PUEDAN MANDAR HELADERA HACE DOS AÑOS QUE ESPERA;Negativo;;;
PROMOCIONES PARA RESTORANES;Negativo;;;
QUE NO TENGAN CREDITO UN PLAZO;Negativo;;;
NECESITAN UN VENDEDOR;Negativo;;;
FALTA DE CARTELERIA;Negativo;;;
QUE CAMBIARAN LAS HELADERAS QUE SON MUY VIEJAS;Negativo;;;
MEJORES PRECIOS;Negativo;;;
no le han ofrecido equipos.;Negativo;;;
en ocasiones no tiene stock, y tampoco la visitan.;Negativo;;;
no les arreglan las heladeras, o directamente no tienen equipos para dar.;Negativo;;;
Solicitó heladera y no le llegó.;Negativo;;;
tener heladeras para exhibir;Negativo;;;
desconforme con el pago.,;Negativo;;;
le gustaria que le den alguna heladera para el negocio;Negativo;;;
no esta conforme con los preventistas.;Negativo;;;
la falta de heladeras en el comercio;Negativo;;;
necesita propaganda.;Negativo;;;
Mantenerse de la misma manera;Positivo;;;
CONFORME CON EL SERVICIO;Negativo;;;
NO TIENE PROMOCIONES , DESCONFORME CON DISTRIBUIDOR DE LAS PIEDRAS;Negativo;;;
PIDE SI LE PUEDEN PROPORCIONAR , CARTELERIA , MESAS Y TOLDOS;Negativo;;;
LA RESPUESTA Q DIO DE INCONFORMIDAD , ES SOLAMENTE REFERENTE AL PRODUCTO CORONA;Negativo;;;
ATENCION MAS PERSONALIZADA;Negativo;717155;Abril;
MAS TIEMPO PARA REALIZAR LOS CAMBIOS , O MAS OPCIONES DE FECHAS.;Negativo;;;
EN EL INTERIOR , FALTA LA MERCADERIA EN LA TEMPORADA.;Negativo;;;
TIENEN FALTANTES CUANDO REALIZAN LOS PEDIDOS;Negativo;;;
incentivos;Neutro;;;
demora en la entrega de heladeras.;Negativo;;;
en verano tener disponibilidad de productos;Negativo;;;
para el interior no hay stock, cerveza tirada nunca hay, ni de productos básicos.;Negativo;;;
no le llegan los pedidos en tiempo.;Negativo;;;
falta de heladeras en el negocio, hace dos años que solicito heladeras;Negativo;;;
sistema de frio malisimo.;Negativo;;;
cumplir con los pedidos.;Negativo;;;
No hay stock en variedad de productos. Desconforme con el sistema de facturación y que no tengan plazo de pago.;Negativo;;;
No llega la mercaderia durante el año, sin visitas del vendedor.;Negativo;;;
Hace tiempo que solicita heladera y no se la brindan.;Negativo;;;
DEMORAN MUCHO TIEMPO EN HACVER LAS DEVOLUCIONES.;Negativo;;;
NO ESTA CONFORME CON LA APLICACION.;Negativo;;;
PROBLEMAS CON MI VENDEDOR.OFRECE OFERTAS A OTRO COMERCIO Y NO A MI;Negativo;;;
mas promociones;Negativo;;;
QUE CAMBIEN LA FORMA DE PAGO ,NO PUEDE SER SOLO EFECTIVO;Negativo;;;
EL PRINCIPAL PROBLEMA QUE TENEMOS ES EL STOCK QUE NO HAY;Negativo;;;
Conforme con el metodo de pago;Positivo;;;
comentario positivo , dice que es la unica empresa que lo bonifica por comprar detereminadas cantidades;Positivo;;;
Cliente no esta conforme con la impuntualidad;Negativo;;;
cliente molesto porque no recibe ningun tipo de bonificacion;Negativo;;;
FALTA DE STOCK;Negativo;;;
Hay faltante de mercaderia, y desconforme con los pagos y las facturas-;Negativo;;;
MEJORAR EL METODOS DE PAGO;Negativo;;;
QUE LOS SUGERIDOS TENGAN MAS MARGEN;Negativo;;;
cliente solicita que el distribuidor visite su comercio mas de una vez por semana;Negativo;;;
Cliente desconforme con el trato de los distribuidores , el cliente padece problemas de movilidad;Negativo;;;
quiere que lo contacten para poder seguir comprando gatorade.;Negativo;;;
Cliente solicita cambio de mercaderia rota o vencida .;Negativo;;;
desconforme con el metodo de pago.;Negativo;;;
desconforme con la aplicación que a unos comercios le hacen descuentos. y precios no son competitivos.;Negativo;;;
desconforme en general. todos los aspectos dice que son importantes.;Negativo;;;
desconforme con la entrega de pedidos. y atención al cliente.;Negativo;;;
Cliente satisfecho por el vendedor y el bees;Positivo;;;
Cliente reclama trato directo con el vendedor;Negativo;;;
Cliente desconforme con los distribuidores y la escasa visita .;Negativo;;;
Cliente reclama su bonificación anual y solicitas equipo de merchandiser;Negativo;;;
destaca la aplicación.;Positivo;;;
desconforme con la falta de stock.;Negativo;;;
"QUE HUBIERA ALGUNA EMPRESA MAS QUE VENDIERA LOS PRODUCTOS DE FCN.
ASI NO SIGUE EL MONOPOLIO Y NO SIGUEN PONIENDO LOS PRECIOS QUE ELLOS QUIEREN";Negativo;;;
solicita que el supervisor se comunique con ellos. y no le han renovado contratos.;Negativo;;;
QUE DEJEN MAS OFERTAS;Negativo;;;
"ME GUSTARIA QUE DISTRIBUYERAN EN LOS LOCALES 
PORQUE TENGO QUE IR A BUSCAR LOS PRODUCTOS ..";Negativo;;;
Cliente desconforme con el canje de productos rotos o vencidos;Negativo;;;
tiene problemas con facturación. le reclaman pagos que ya los realizo.;Negativo;;;
solicita merchandisher de carteleria de y sombrillas;Negativo;;;
desconforme con que el supervisor que no lo visita, solo recibe mjes.;Negativo;;;
Cliente desconforme con los distribuidores;Negativo;;;
Cliente reclama pedido de la semana anterior;Negativo;;;
necesita equipos de frio.;Negativo;;;
MAYOR CONTROL ADMINISTRATIVO;Negativo;;;
LA PAGINA DE FNC NO TE DA OPCIONES POR EJEMPLO PARA PONER HORARIOS .;Negativo;;;
LA COMUNICACION CON EL 0800 ES MUY LENTA;Negativo;;;
A LAS REPARTRIDORES QUE TENDRIAN QUE HACER UN CURSO DE ATENCION AL CLIENTE;Negativo;729093;Mayo;
solicito heladeras, y no obtuvo respuesta favorable.;Negativo;;;
hay faltantes de mercadería.;Negativo;;;
compra los mismos productos en un mayorista por que es mas barato,;Negativo;;;
QUE PONGAN UN DEBITO O TRANFERENCIA.;Negativo;;;
Cliente solicita bonificacion a cambio de exclusividad;Negativo;;;
Cliente desconforme con el trato de los supervisores;Negativo;;;
solicita cambio de heladeras.;Negativo;;;
QUE TUVIERAN MAS FLEXIBILIDAD A LA HORA DE ENTREGAR LOS PEDIDOS;Negativo;;;
le gustaria tener mas propaganda.;Negativo;;;
MAS CARTELERIA ,BANDERAS ,MESAS;Negativo;;;
QUE TENGAN DEBITO;Neutro;;;
CONTRATO NO CUMPLIDO;Negativo;;;
NO LLEGAN EN FORMA Y TIEMPO Y FORMA LOS PEDIDOS;Negativo;;;
EL VENDEDOR QUE VIENE ACA ES PESIMO;Negativo;;;
Exige puntualidad;Negativo;;;
NO ESTA CONFORME CON EL METODO DE PAGO QUE SEA SOLO EFECTIVO,.;Negativo;;;
"PESIMO EL TRATO CON EQUIPOS DE FRIO 
ME INTERESARIA TENER UNA HELADERA PEQUEÑA";Negativo;;;
solicita poder pagar con transferencia o debito brou.;Negativo;;;
"LA VERDAD QUE SE MANDARON LA MACANA DEL AÑO PONIENDO LA APP PARA PEDIDOS.
DEJARON MUCHA GENTE SIN TRABAJO";Negativo;;;
la aplicación es una perdida de tiempo.;Negativo;;;
LA FRECUENCIA DE VISITA.;Negativo;;;
solicita heladera de pilsen.;Negativo;;;
desconforme con las promociones, que tuvo que poner de su mercadería y nunca le repusieron.;Negativo;;;
Solicita un equipo de frio;Negativo;;;
Cliente satisfecha con el personal de distribución .;Positivo;;;
SUBA DE PRECIOS MUY ALTOS Y FALTA DE CARTELERIA;Negativo;;;
ESTAN MUY ALTO LOS PRECIOS;Negativo;;;
CAMIONEROS PREPOTENTES;Negativo;;;
falta de stock.;Negativo;;;
no tiene heladeras.;Negativo;;;
En ocasiones requiere credito para comprar mercaderia;Neutro;;;
Solicita mas frecuencia con los distribuidores;Negativo;;;
conforme en gral.;Positivo;;;
los precios con frontera no son competitivos.;Negativo;;;
tiene otro negocio en punta del este, y no esta conforme con el servicio.;Negativo;;;
no esta conforme con la empresa que hay mismo en Carmelo.;Negativo;;;
esta esperando que le llegue cartelería.;Negativo;;;
solicita equipo de frio;Negativo;;;
Pepsi cambio el sabor y notaron una gran caída de venta.;Negativo;;;
desconforme con el equipo en general, distribuidor, supervisor y gerencial.;Negativo;;;
Desconforme con un vendedor en particular, que tiene muy malos tratos.;Negativo;;;
conforme en gral.;Positivo;;;
faltante salus chica.;Negativo;;;
no esta conforme que se pase a un distribuidor.;Negativo;;;
Las promociones que largan no son para la fecha adecuada.;Negativo;;;
no es favorable los precios que le dan a comercios grandes.;Negativo;;;
en los últimos meses, no hay productos, no hacen entregas.;Negativo;;;
ESTOY MOLESTA POR LOS RECLAMOS Y LAS DEVOLUCIONES QUE NO DEVUELVEN NADA;Negativo;;;
QUE NO VENGAN ANTES DE LAS 9 DE LA MAÑANA DESPUES DE LAS 11HS;Negativo;;;
falta de comunicación. No tiene representante.;Negativo;;;
Cliente solicita equipo de frio;Negativo;;;
desconforme con el servicio técnico .;Negativo;;;
En temporada no hay atención ni disponibilidad.;Negativo;;;
tiene muchos faltantes de stock.;Negativo;;;
No tiene cambios en la mercaderia vencida o rota .;Negativo;;;
En temporada tienen faltante de mercaderia y no le otorgan promociones;Negativo;;;
NO ESTA CONFORME CON EL METODO DE PAGO;Negativo;;;
Cliente insatifecho con que no tiene visita de de proveedor;Negativo;;;
Cliente solicita un equipo de frio.;Negativo;;;
Inconveniente con el vendedor, no la mantiene informada de los cambios y novedades . No la visita , solo por teléfono.;Negativo;;;
Cumplir con las fechas de las entregas, falta de productos;Negativo;;;
Cliente tiene problemas con el distibuidor ya que este le deja la mercaderia en solo uno de los locales para avasterserse .;Negativo;;;
La visita del vendedor es justo los días q esta cerrada y que no se le informan los ajustes de precios, no se hacen cambios de los productos;Negativo;;;
No son competitivos los precios y los metodos de pago no tienen plazos;Negativo;;;
La heladeras son viejas y no tienen mantenimiento;Negativo;;;
Métodos de Pago, con transferencia;Neutro;;;
Distribución ,hay faltantes de marcas y productos en algunas épocas. Marchandising no esta disponible. no hay variedad de promociones .;Negativo;;;
Mas promociones como antes;Negativo;;;
no tiene todos los beneficios de los demás comercios, no hay promociones de los productos;Negativo;;;
desconforme con una deuda que le adjuntan que ya abono.;Negativo;;;
no le cambian productos vencidos;Negativo;;;
solicita equipos de frio.;Negativo;;;
no recibe los pedidos en los días correspondientes.;Negativo;;;
desconforme con malatic.;Negativo;;;
a la hora del pedido de cervezas no tienen todo;Negativo;18727;Mayo;
Muy agradecida por la buena atención;Positivo;;;
Que vuelva Henry a su barrio;Negativo;;;
Cliente desconforme con la rutina de limpieza de la chopera;Negativo;;;
No ha tenido provisión de heladeras;Negativo;;;
no cumplimiento de las entregas;Negativo;;;
Los precios que le ofrecen no son competitivos con respecto al mayorista;Negativo;;;
priorizar los clientes;Neutro;;;
no tiene heladeras;Negativo;;;
Los precio no competitivos , escalas muy grandes;Negativo;;;
y el método de pago;Neutro;;;
No se ven reflejadas las nc en la cuenta corriente al momento del pago en el abitab;Negativo;;;
Solo manejan método de pago contado;Negativo;;;
Los precios no son competitivos;Negativo;;;
los descuentos solo le hacen a los comercios grandes y ellos no;Negativo;;;
Que se haga control de las empresas que están abiertas y regularizadas;Negativo;;;
realizar el pedido presencial;Neutro;;;
Que cuando hay suba de precios le den los stickers para poder pegar en la heladera;Negativo;;;
DOS AÑOS SIN ARREGLAR EL EQUIPO DE FRIO;Negativo;;;
ES MAS BARATO EN EL MAYORISTA QUE COMPRAR A FNC;Negativo;;;
NO LE PARECE LEAL QUE LAS OFERTAS, Y LOS METODOS DE PAGO NO SEAN PARA TODOS IGUALES..;Negativo;;;
"MAS INFORMACION ,MAS CONOCIMIENTO PARA LOS VENDEDORES Y LA GENTE QUE SE MANEJA CON NOSOTROS.
PORQUE LES PREGUNTAS POR ALGO Y NUNCA SABEN DARTE INFORMACION ,NUNCA SABEN NADA ...NI TE OFRECEN NADA NO TE SABEN VENDER";Negativo;;;
LOS SUPERVISORES SON UN DESASTRE ,LO DEMAS ES PARA EL PISICOLOGO;Negativo;;;
desconforme con los cambios, con las boletas.;Negativo;;;
no recibe los pedidos en condiciones, ni en el día acordado.;Negativo;;;
NECESITA CARTELERIA.;Negativo;;;
MAS OFERTAS PORQUE ESTOY EN CUARAI Y ES DIFICIL CONMPETIR CON ELLOS;Negativo;;;
NO PUEDE SER QUE SALGA MAS BARATO EN EL DISTRIBUIDOR QUE MISMO EN LA FABRIACA;Negativo;;;
MAS PROPAGANDA (MESA, SILLAS, CARTELERÌA);Negativo;;;
Cliente desconforme con los equipos de frio;Negativo;;;
bajar precios;Negativo;444362;Mayo;
Que se cumpla con los horarios y lo pedidos acordados.;Negativo;;;
Que el vendedor ya no la visita;Negativo;;;
No dan las mismas promos a los comercios chicos;Negativo;;;
cumplir con el resultado de la encuesta;Negativo;;;
Que los cajones sean mas prolijos, mas limpios;Negativo;;;
Prefiere pagar en efectivo en el momento que en el centro de cobranzas;Negativo;;;
un pos para el pago;Neutro;;;
No le actualizan de los cambios de precios.;Negativo;;;
Hacen mucha rotación de vendedores y hace que se vuelva a empezar con la experiencia comercial;Negativo;;;
oferta para fin de ano;Neutro;;;
GENERALMENTE NO TIENEN LOS PRODUCTOS QUE OFRECEN , Y MANDAN LO QUE TIENEN EN CUANTO A STOCK .;Negativo;;;
QUE ME ARREGLEN EL CARTEL;Negativo;;;
DESTACA EL SERVICIO DE VENDEDOR Y DISTRIBUIDOR;Positivo;;;
POCAS VISITAS DE VENDEDORES Y SUPERVISORES HACE MAS DE 1 AÑOS;Negativo;;;
MEJOR TRATO EN EL INTERIOR.;Negativo;;;
Envases mas llamativos;Neutro;;;
han pedido carteles y sombrillas y no le han llevado;Negativo;;;
No le han ofrecido servicios de frio;Negativo;;;
Hay falta de productos según la época del año;Negativo;;;
El tiene que buscar al vendedor;Negativo;;;
Cliente tiene problemas con el canje de productos;Negativo;;;
El servicio es excelente;Positivo;;;
Es difícil conseguir equipos de frio;Negativo;;;
El servico tecnico no la ha visitado cuando lo ha avisado hace meses;Negativo;;;
quiere heladera;Negativo;;;
El vendedor toma mal los pedidos, no la visita con frecuencia;Negativo;;;
Desde junio cliente solicita heladera y aun no ah tenido respuesta .;Negativo;;;
desconforme con el plazo de pago;Negativo;;;
SIN REFRIGERACION ,NUNCA TIENEN HELADERA;Negativo;;;
FALTA DE CARTELERIA ,MARKETING;Negativo;;;
no le hacen cambio de productos en tiempo.;Negativo;;;
MAS ORGANIZACIÒN EN LOS PRECIOS.;Negativo;;;
HACE 11 AÑOS QUE TRABAJO CON FNC ,Y TENGO UNA HELADERA CON ESE TIEMPO QUE ESTOY PIDIENDO QUE ME LA CAMBIEN.AHORA HACE 5 MESES QUE ESTOY PIDIENDO QUE VENGA EL SERVIS A ARREGLARMELA Y NADA;Negativo;;;
HE PEDIDO HELADERAS Y NO HE TENIDO REPUESTA ...;Negativo;;;
No recibe ningún tipo de promoción;Negativo;;;
heladera;Neutro;;;
No tiene heladera , en 7 años no le brindo , pasa cuando quiere el proveedor;Negativo;;;
Necesita infraestructura para un nuevo comercio.;Negativo;;;
muy poca variedad de marcas;Negativo;;;
Los faltantes;Neutro;;;
desconforme ya que en uno de sus negocios no le dejan las bebidas, porque es en el cerro y no suben.;Negativo;;;
necesita heladeras;Negativo;;;
Cliente pide flexibilidad a la hora de pago;Negativo;;;
no esta conforme con el servicio tecnico, no tienen heladeras.;Negativo;;;
seria la queja con el distribuidor;Negativo;;;
No puede comunicarse directamente con el supervisor.;Negativo;;;
Cliente solicita mas productos de pilsen;Negativo;;;
No le brindan heladeras.;Negativo;;;
en ocasiones los productos llegan sucios.;Negativo;;;
tiene envases y no se los cambian, esta por cerrar el comercio..;Negativo;;;
tiene contrato con pepsi, y desde Malatic no están cumpliendo.;Negativo;;;
desconforme cuando no hay stock, le mandan productos que no solicito.;Negativo;;;
el unico problema que tiene es que el producto que el compraba esta discontinuado.;Negativo;;;
conforme en general.;Positivo;;;
no esta conforme con la atención mismo del local. -;Negativo;;;
falta de stock en verano.;Negativo;;;
solicito una heladera, y no ha obtenido respuesta;Negativo;;;
no tiene equipos nuevos, y tampoco les hacen el mantenimiento correspondiente a los que estan rotos.;Negativo;;;
solicita algunos descuentos para los barrios chicos.;Negativo;;;
totalmente desconforme con la entrega de pedidos, y con la mercadería solicitada a lo que le llega.;Negativo;;;
DESCONFORME ANTES DE PASAR PARA MALATIC;Negativo;;;
DESCONFORME CON EL BAJO PORCENTAJE DE GANANCIA.;Negativo;;;
pésimo LOS HORARIOS NI QUE HABLAR ,LOS SABADOS;Negativo;;;
ME GUSTARIA QUE ME ENTREGARAN UNA HELADERA PARA MUESTRAS.;Negativo;;;
HACE 11 AÑOS QUE PIDO UNA HELADERA Y JAMAS ME TRAJIERON UNA;Negativo;;;
QUE TRATEN EN PONER hincapié EN LOS COMERCIOS CHICOS ,LOS VENDEDORES QUE VENDAN LAS OFERTAS COMO SON;Negativo;;;
LOS PRODUCTOS A VECES VIENEN ROTOS,PINCHADOS;Negativo;;;
los cambios que sean inmediatos los cambios;Negativo;;;
que las coronas sean retornables y sean retiradas a fines de temporada;Negativo;;;
hacer entregas dos veces a la semana;Negativo;;;
que vuelva la aplicacion bees;Negativo;;;
mala atención de parte de provedores;Negativo;;;
no recibe respuesta de atencion al cliente;Negativo;;;
LA DISTRIBUICION TERCIARIZADA FUE PESIMA;Negativo;;;
SALUS TOMO FNC Y NO TIENEN TIEMPOS PARA ENTREGAR;Negativo;;;
dela sierra muy bien y fnc muy malo;Negativo;;;
QUE NO DEN TTAN BAJOS PRECIOS A MAYORISTAS Y ELEGIR EL VENDEDOR;Negativo;;;
QUE SEPAREN DIAS DE PEDIDO LOS DE LA SIERRA Y DE FNC ASI HAY MAS POSIBILIDADES DE COMPRAR;Negativo;;;
no lr sirvre que distribucion sea tan pocos dias;Negativo;;;
Mas variedad de productos;Negativo;;;
mejorara precios (promociones );Negativo;;;
se nesetaria heladeras;Negativo;;;
LA BEBIDA VIENE CON UNA SEMANA DE VENCIMIENTO;Negativo;;;
desconforme con el equipo de frio para el negocio.;Negativo;;;
desconforme con los horarios que manejan de lunes a sabados.;Negativo;;;
MEJOR PRECIOS;Negativo;;;
MAS VARIEDADES;Neutro;;;
EN CUANTO A REFRESCOS NO ESTA RECIBIENDO LA DISPONIBILIDAD REQUERIDA.;Negativo;;;
FIRMO CONTRATO Y NO LE DAN LOS REGALOS Y PROMOCIONES Q LE DIJERON;Negativo;;;
CONFORME;Positivo;;;
le falta heladera para cervezas;Negativo;;;
QUIERE HELADERA, NUNCA LE DIERON;Negativo;;;
falta de mercadería;Negativo;;;
realizo pedido de equipo de frio y no le llego;Negativo;;;
FALTA DE PRODUCTOS EN LOS PEDIDOS QUE HACE;Negativo;;;
VUELVA LA PATRICIA ANTIGUA;Neutro;;;
BAJEN LOS PRECIOS;Negativo;38941;Junio;
QUE HAYA MAS PROPAGANDA ,PUBLICIDAD EN GENERAL NO INFOTMAN NI ENTREGAN NADA EN GENERAL Y QUIEREN EL VENDEDOR EN PERSONA;Negativo;;;
MAS PROPAGANDA;Negativo;;;
no realizan visitas en horarios acordado;Negativo;;;
solicito cambio de distribuidor;Negativo;;;
HACE UN AÑO QUE NO LE ENTREGAN EL PRODUCTO;Negativo;;;
PRODUCTOS ROTOS NUNCA SE LOS REPONEN;Negativo;;;
cambio de productos vencidos y falta de productos;Negativo;;;
CON LA NUEVA FIRMA, LA DISTRIBUICION EN PAYSANDU HA DECAIDO;Negativo;;;
MUY AGRADECIDO CON LA ATENCION;Positivo;;;
solicita equipos de frío;Negativo;;;
no tiene equipos de frio;Negativo;;;
Es la clienta que tiene que ir a buscar mercaderia;Negativo;;;
SI SON UNA ASOSIACION CIVIL TENGAN UN PRECIO PREFERENCIAL EN ACTOS BENEFICOS;Negativo;;;
NO COMPARTE LOS PRECIOS QUE LE PONEN QUE ES MAYOR POR SER UN CLUB;Negativo;;;
QUIERE UNA HELADERA;Negativo;;;
MUY SATISFECHA CON EL DISTRIBIUDOR Y VENDEOR;Positivo;;;
FALTANTE DE MERCADERIA;Negativo;;;
